enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
(7-2i)^2 + (3+4i)(5-2i),(-2*i + 5)*(4*i + 3) + (-2*i + 7)**2,68 - 14 i,Calcula:,1BC,24 - Complejos,p045e01,1,2,1,True,True
(2+i)^2(3-2i) + (5-i)i^2,i**2*(-i + 5) + (-2*i + 3)*(i + 2)**2,12 + 7 i,Calcula:,1BC,24 - Complejos,p045e01,1,2,1,True,True
(\sqrt{3}  - 2i)^2 + (2\sqrt{3}  -  5i)({1  -  2i}),(-5*i + 2*sqrt(3))*(-2*i + 1) + (-2*i + sqrt(3))**2,-11 + 2 \sqrt{3} + i \left(- 8 \sqrt{3} - 5\right),Calcula:,1BC,24 - Complejos,p045e01,1,2,1,True,True
(i^7-1)(i^{16} + i^3-i^9)^5 + (1-2i)^5(1+i),(-2*i + 1)**5*(i + 1) + (i**7 - 1)*(-i**9 + i**16 + i**3)**5,0,Calcula:,1BC,24 - Complejos,p045e01,1,2,1,True,True
(1+i)^2+\frac{1+i}{1-i},(i + 1)**2 + (i + 1)/(-i + 1),3 i,Calcula:,1BC,24 - Complejos,p045e01,1,2,1,True,True
(k+5i) + (3+i) = (1+5i) + (-k+i),"Eq(i + 3 + 5*i + k, i - k + 5*i + 1)",\left [ -1\right ],"Halla el valor de k, sabiendo que se cumple:",1BC,24 - Complejos,p045e02,1,2,1,True,True
(1+3i)(k+2i) = 13+59i,"Eq((2*i + k)*(3*i + 1), 59*i + 13)",\left \{ k : 19\right \},"Halla el valor de k, sabiendo que se cumple:",1BC,24 - Complejos,p045e02,1,2,1,True,True
k+\frac{4}{5}i=\frac{5+i}{3-i},"Eq((4/5)*i + k, (i + 5)/(-i + 3))",\left [ \frac{7}{5}\right ],"Halla el valor de k, sabiendo que se cumple:",1BC,24 - Complejos,p045e02,1,2,1,True,True
-1 + 2i,2*i - 1,- \frac{1}{5} - \frac{2 i}{5},Calcula el inverso de los siguientes números complejos:,1BC,24 - Complejos,p045e03,1,2,1,True,True
3-\sqrt{2}i,-sqrt(2)*i + 3,\frac{3}{11} + \frac{\sqrt{2} i}{11},Calcula el inverso de los siguientes números complejos:,1BC,24 - Complejos,p045e03,1,2,1,True,True
\frac{1}{3}-\frac{1}{2}i,-i/2 + 1/3,\frac{12}{13} + \frac{18 i}{13},Calcula el inverso de los siguientes números complejos:,1BC,24 - Complejos,p045e03,1,2,1,True,True
\frac{{k - 2i}}{{3 + 4i}},(-2*i + k)/(4*i + 3),\frac{3 k}{25} - \frac{4 i k}{25} - \frac{8}{25} - \frac{6 i}{25}\to\left [ - \frac{3}{2}\right ]\land\left [ \frac{8}{3}\right ],Calcular el valor de k para que la siguiente expresión sea a) real y b) imaginario:,1BC,24 - Complejos,p045e04,1,2,1,True,True
(k-i)^3,(-i + k)**3,"k^{3} - 3 i k^{2} - 3 k + i\to\left [ - \frac{\sqrt{3}}{3}, \quad \frac{\sqrt{3}}{3}\right ]",Determina el valor que debe tener k para que la siguiente expresión sea un número real.,1BC,24 - Complejos,p045e05,1,2,1,True,True
\sqrt{3}-2i,-2*i + sqrt(3),\left(\sqrt{3} - 2 i\right) \left(\sqrt{3} + 2 i\right),"Dado el siguiente número $z$, calcula el valor de $z\cdot\overline{z}$",1BC,24 - Complejos,p045e11,1,2,1,True,True
