enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
$f(x)=0x-3$,0*x - 3,$Dom\left(f \right)=\mathbb{R}$,"Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=x^3-5x^2+2$,x**3 - 5*x**2 + 2,$Dom\left(f \right)=\mathbb{R}$,"Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=\frac{{x - 1}}{{x + 5}}$,(x - 1)/(x + 5),"$Dom\left(f \right)=\left(-\infty, -5\right) \cup \left(-5, \infty\right)$","Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=7x-1$,7*x - 1,$Dom\left(f \right)=\mathbb{R}$,"Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=\frac{2}{x}$,2/x,"$Dom\left(f \right)=\left(-\infty, 0\right) \cup \left(0, \infty\right)$","Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=\sqrt[3]{\frac{x + 1}{x - 2}}$,((x + 1)/(x - 2))**(1/3),"$Dom\left(f \right)=\left(-\infty, 2\right) \cup \left(2, \infty\right)$","Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=\sqrt {{x^2} - 9}$,sqrt(x**2 - 9),"$Dom\left(f \right)=\left(-\infty, -3\right] \cup \left[3, \infty\right)$","Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$f(x)=\sqrt {x+3}$,sqrt(x + 3),"$Dom\left(f \right)=\left[-3, \infty\right)$","Halla el dominio de las siguientes funciones: 
    ",1BC,31 - Funciones,p65e06-0,5,1,1,False,False
$g \circ f$,g(f(x)),$g{\left (f{\left (x \right )} \right )}=\frac{x^{2} + 4}{x^{2} + 8}$,"Dadas las funciones $f(x)= x^2+5$, $g(x)= \frac{{x - 1}}{{x + 3}}$ y $h(x)= \sqrt x$. Calcula: 
    ",1BC,31 - Funciones,p65e17-0,5,1,1,False,False
$f \circ g$,f(g(x)),$f{\left (g{\left (x \right )} \right )}=\frac{\left(x - 1\right)^{2}}{\left(x + 3\right)^{2}} + 5$,"Dadas las funciones $f(x)= x^2+5$, $g(x)= \frac{{x - 1}}{{x + 3}}$ y $h(x)= \sqrt x$. Calcula: 
    ",1BC,31 - Funciones,p65e17-0,5,1,1,False,False
$h \circ g \circ f$,h(g(f(x))),$h{\left (g{\left (f{\left (x \right )} \right )} \right )}=\frac{\sqrt{x^{2} + 4}}{\sqrt{x^{2} + 8}}$,"Dadas las funciones $f(x)= x^2+5$, $g(x)= \frac{{x - 1}}{{x + 3}}$ y $h(x)= \sqrt x$. Calcula: 
    ",1BC,31 - Funciones,p65e17-0,5,1,1,False,False
